Date,RegionName,State,Metro,County,City,SizeRank,Zri,MoM,QoQ,YoY,ZriRecordCnt
2/28/19,76058,TX,Dallas-Fort Worth-Arlington,Johnson County,Joshua,6618,1538,0.003916449,0.02192691,0.051264525,3420
2/28/19,15012,PA,Pittsburgh,Westmoreland County,Rostraver,6619,840,-0.009433962,-0.047619048,-0.044368601,6100
2/28/19,74344,OK,,Delaware County,Grove,6620,984,0.00203666,-0.007063572,-0.008064516,4178
2/28/19,46356,IN,Chicago-Naperville-Elgin,Lake County,Lowell,6621,1369,0.007358352,0.020119225,0.027006752,8353
2/28/19,45504,OH,Springfield,Clark County,Springfield,6622,891,0.009060023,0.059453032,0.036046512,5862
2/28/19,15218,PA,Pittsburgh,Allegheny County,Swissvale,6623,1072,0.005628518,0.022900763,0.021925643,5681
2/28/19,55401,MN,Minneapolis-St. Paul-Bloomington,Hennepin County,Minneapolis,6624,1782,-0.005580357,0.00621118,0.005643341,6229
2/28/19,98944,WA,Yakima,Yakima County,Sunnyside,6625,1130,0.013452915,0.067044381,0.103515625,4403
2/28/19,72210,AR,Little Rock-North Little Rock-Conway,Pulaski County,Little Rock,6626,1249,0.003212851,0.007258065,0.013798701,5070
2/28/19,44103,OH,Cleveland-Elyria,Cuyahoga County,Cleveland,6627,822,0.004889976,0.002439024,-0.010830325,4917
2/28/19,33616,FL,Tampa-St. Petersburg-Clearwater,Hillsborough County,Tampa,6628,1481,0.007482993,0.042223786,0.061648746,4698
2/28/19,63775,MO,,Perry County,Perryville,6629,865,0,0.009334889,0.014067995,6607
2/28/19,92501,CA,Riverside-San Bernardino-Ontario,Riverside County,Riverside,6630,1898,0.005829359,0.056204786,0.071106095,4781
2/28/19,6515,CT,New Haven-Milford,New Haven County,New Haven,6631,1741,0,0.026533019,0.050694025,3682
2/28/19,73129,OK,Oklahoma City,Oklahoma County,Oklahoma City,6632,710,0.002824859,0.012838802,0.023054755,6113
2/28/19,20903,MD,Washington-Arlington-Alexandria,Montgomery County,Silver Spring,6633,2188,0.004130335,0.043395327,0.043395327,3287
2/28/19,92887,CA,Los Angeles-Long Beach-Anaheim,Orange County,Yorba Linda,6634,3501,-0.000570939,0.004879449,0.013900956,6877
2/28/19,2467,MA,Boston-Cambridge-Newton,Norfolk County,Brookline,6635,3047,0.000985545,-0.000655953,0.004284773,6165
2/28/19,6468,CT,Bridgeport-Stamford-Norwalk,Fairfield County,Monroe,6636,2051,-0.012518055,-0.026578073,0.004407444,7030
2/28/19,15666,PA,Pittsburgh,Westmoreland County,Mt Pleasant,6637,871,-0.005707763,-0.03969129,-0.046002191,5484
2/28/19,76111,TX,Dallas-Fort Worth-Arlington,Tarrant County,Fort Worth,6638,1289,0.003894081,0.024642289,0.049674267,6457
2/28/19,99516,AK,Anchorage,Anchorage Borough,Anchorage,6639,2452,0.002862986,-0.007689195,-0.017234469,7232
2/28/19,50325,IA,Des Moines-West Des Moines,Polk County,Clive,6640,1826,-0.001640241,0.00495322,0.001645639,5997
2/28/19,47720,IN,Evansville,Vanderburgh County,Evansville,6641,1148,-0.000870322,0.002620087,0.037037037,5667
2/28/19,97210,OR,Portland-Vancouver-Hillsboro,Multnomah County,Portland,6642,2417,-0.000826788,0.02807316,0.025021204,4141
2/28/19,45640,OH,Jackson,Jackson County,Jackson,6643,979,0.010319917,0.044823906,0.043710021,885
2/28/19,84097,UT,Provo-Orem,Utah County,Orem,6644,1513,0.001323627,0.011363636,0.024373731,5841
2/28/19,95330,CA,Stockton-Lodi,San Joaquin County,Lathrop,6645,1963,0.001530612,0.018681889,0.027210884,5455
2/28/19,78566,TX,Brownsville-Harlingen,Cameron County,Los Fresnos,6646,901,0.002224694,-0.022776573,-0.006615215,5540
2/28/19,72058,AR,Little Rock-North Little Rock-Conway,Faulkner County,Greenbrier,6647,962,0.006276151,0.021231423,0.017989418,5988
2/28/19,2766,MA,Providence-Warwick,Bristol County,Norton,6648,1715,-0.00867052,-0.033802817,-0.062329142,5962
2/28/19,16508,PA,Erie,Erie County,Erie,6649,922,0.002173913,0.012074643,0.017660044,6029
2/28/19,7928,NJ,New York-Newark-Jersey City,Morris County,Chatham,6650,3695,-0.010709505,-0.027631579,-0.037008079,6952
2/28/19,36571,AL,Mobile,Mobile County,Saraland,6651,1008,-0.003952569,0.030674847,0.01715439,5514
2/28/19,56379,MN,St. Cloud,Benton County,Sauk Rapids,6652,1341,0.001493652,0.025229358,0.053417125,5253
2/28/19,6517,CT,New Haven-Milford,New Haven County,Hamden,6653,1824,-0.002188184,0.010526316,0.032258065,5269
2/28/19,78747,TX,Austin-Round Rock,Travis County,Austin,6654,1695,0.00177305,0.019855596,0.032906764,4662
2/28/19,11581,NY,New York-Newark-Jersey City,Nassau County,Valley Stream,6655,2951,-0.002366464,-0.003713707,-0.005057316,6257
2/28/19,89403,NV,Fernley,Lyon County,Dayton,6656,1499,0.002675585,0.024606972,0.043145442,4973
2/28/19,27596,NC,Raleigh,Franklin County,Youngsville,6657,1334,0.003007519,0.019877676,0.028527371,5765
2/28/19,36618,AL,Mobile,Mobile County,Mobile,6658,919,0.004371585,0.022246941,0.041950113,6526
2/28/19,35756,AL,Huntsville,Madison County,Madison,6659,1283,0.01023622,0.056836903,0.071846282,3015
2/28/19,31211,GA,Macon-Bibb County,Bibb County,Macon,6660,902,0.003337041,0.007821229,0.007821229,4966
2/28/19,12118,NY,Albany-Schenectady-Troy,Saratoga County,Halfmoon,6661,1612,-0.000619963,-0.00982801,-0.021250759,4597
2/28/19,91384,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Castaic,6662,2893,0.004513889,0.018661972,0.047429399,6170
2/28/19,98057,WA,Seattle-Tacoma-Bellevue,King County,Renton,6663,2056,0.000486618,0.033165829,0.060340382,2779
2/28/19,97051,OR,Portland-Vancouver-Hillsboro,Columbia County,Saint Helens,6664,1542,0.00390625,0.019167217,0.017150396,4504
2/28/19,48043,MI,Detroit-Warren-Dearborn,Macomb County,Mount Clemens,6665,1096,-0.000911577,0.030075188,0.053846154,5758
2/28/19,31217,GA,Macon-Bibb County,Bibb County,Macon,6666,811,0.007453416,0.045103093,0.026582278,5125
2/28/19,48084,MI,Detroit-Warren-Dearborn,Oakland County,Troy,6667,2153,0.0009298,0.007015903,0.002327747,4175
2/28/19,48625,MI,,Clare County,Harrison,6668,844,0.002375297,0.031784841,0.056320401,10776
2/28/19,21050,MD,Baltimore-Columbia-Towson,Harford County,Forest Hill,6669,1976,0.003555104,0.036182486,0.019607843,6825
2/28/19,19602,PA,Reading,Berks County,Reading,6670,764,0.002624672,-0.01164295,-0.032911392,4570
2/28/19,19703,DE,Philadelphia-Camden-Wilmington,New Castle County,Claymont,6671,1419,0,-0.010460251,0.002826855,4053
2/28/19,37763,TN,Knoxville,Roane County,Kingston,6672,1231,-0.003238866,0.020729685,-0.070241692,5860
2/28/19,77318,TX,Houston-The Woodlands-Sugar Land,Montgomery County,Willis,6673,1643,0,0.006123699,0.003665241,5440
2/28/19,17401,PA,York-Hanover,York County,York,6674,825,0.002430134,0.052295918,0.06865285,5092
2/28/19,33896,FL,Orlando-Kissimmee-Sanford,Osceola County,Citrus Ridge,6675,1466,0.004797807,0.023743017,0.052404882,6408
2/28/19,68124,NE,Omaha-Council Bluffs,Douglas County,Omaha,6676,1463,0.006189821,0.03028169,0.0390625,9918
2/28/19,7086,NJ,New York-Newark-Jersey City,Hudson County,Weehawken,6677,2434,-0.003276003,0.00870286,-0.008957655,4189
2/28/19,76008,TX,Dallas-Fort Worth-Arlington,Parker County,Aledo,6678,1957,-0.010116338,-0.066316794,-0.067651263,5293
2/28/19,91011,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,La Canada Flintridge,6679,6085,0.002801582,0.031880617,0.06362524,7111
2/28/19,20015,DC,Washington-Arlington-Alexandria,District of Columbia,Washington,6680,3980,0.001509814,0.003277036,0.00861632,5478
2/28/19,74401,OK,Muskogee,Muskogee County,Muskogee,6681,583,0.001718213,-0.008503401,-0.010186757,10115
2/28/19,54660,WI,,Monroe County,Tomah,6682,1032,0.011764706,0.035105316,0.005847953,5068
2/28/19,47904,IN,Lafayette-West Lafayette,Tippecanoe County,Lafayette,6683,832,0.007263923,0.034825871,0.047858942,5609
2/28/19,15904,PA,Johnstown,Cambria County,Richland,6684,697,0.005772006,0.007225434,-0.041265475,5462
2/28/19,7081,NJ,New York-Newark-Jersey City,Union County,Springfield,6685,2442,0.004938272,-0.003265306,-0.00285831,5072
2/28/19,49721,MI,,Cheboygan County,Cheboygan,6686,940,-0.001062699,0.026200873,0.044444444,5551
2/28/19,39705,MS,Columbus,Lowndes County,Columbus,6687,1198,-0.001666667,-0.003327787,-0.000834028,3514
2/28/19,63034,MO,St. Louis,Saint Louis County,Spanish Lake,6688,1423,0.00140746,0.014978602,0.043255132,7627
2/28/19,87301,NM,Gallup,McKinley County,Gallup,6689,1055,0.005719733,0.033300686,0.022286822,3519
2/28/19,90603,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Whittier,6690,2647,0.004172989,0.020038536,0.036413469,6376
2/28/19,72002,AR,Little Rock-North Little Rock-Conway,Saline County,Shannon Hills,6691,1184,0.005947324,0.029565217,0.03768624,4598
2/28/19,13039,NY,Syracuse,Onondaga County,Cicero,6692,1622,0.003092146,0.036421725,0.015018773,6117
2/28/19,8232,NJ,Atlantic City-Hammonton,Atlantic County,Pleasantville,6693,1343,0.005239521,0.030698388,0.054988217,5870
2/28/19,38112,TN,Memphis,Shelby County,Memphis,6694,696,0.002881844,0.01754386,0.013100437,6218
2/28/19,48059,MI,Detroit-Warren-Dearborn,Saint Clair County,Fort Gratiot,6695,1095,0.000914077,0.054913295,0.000914077,6209
2/28/19,71953,AR,,Polk County,Mena,6696,878,-0.001137656,-0.002272727,0.017381228,4489
2/28/19,43528,OH,Toledo,Lucas County,Holland,6697,1526,0.01193634,0.098632109,0.117130307,5553
2/28/19,99517,AK,Anchorage,Anchorage Borough,Anchorage,6698,1778,0.003386005,0.030127462,0.027151935,5545
2/28/19,5201,VT,Bennington,Bennington County,Bennington,6699,1308,-0.001526718,-0.063707946,-0.126835781,3951
2/28/19,65270,MO,Moberly,Randolph County,Moberly,6700,864,-0.001156069,0.011709602,0.031026253,4634
2/28/19,75253,TX,Dallas-Fort Worth-Arlington,Dallas County,Dallas,6701,1348,0.002230483,0.019667171,0.039321511,2736
2/28/19,48304,MI,Detroit-Warren-Dearborn,Oakland County,Bloomfield Hills,6702,2319,-0.002151463,0.008699435,-0.000861698,7934
2/28/19,6483,CT,New Haven-Milford,New Haven County,Seymour,6703,1740,0.003460208,0.046931408,0.031416716,5907
2/28/19,28539,NC,Jacksonville,Onslow County,Hubert,6704,900,0.006711409,0.02739726,0.042873696,6032
2/28/19,53158,WI,Chicago-Naperville-Elgin,Kenosha County,Pleasant Prairie,6705,1689,0.015634396,0.121513944,0.133557047,5788
2/28/19,2911,RI,Providence-Warwick,Providence County,North Providence,6706,1604,0.003754693,0.021656051,0.062251656,5371
2/28/19,75143,TX,Athens,Henderson County,Tool,6707,1319,0,0.010727969,0.057738573,4041
2/28/19,35406,AL,Tuscaloosa,Tuscaloosa County,Tuscaloosa,6708,1691,0.006547619,0.078443878,0.11986755,8826
2/28/19,24382,VA,,Wythe County,Wytheville,6709,1117,0,0.022893773,0.031394275,3044
2/28/19,11692,NY,New York-Newark-Jersey City,Queens County,New York,6710,2243,0.00313059,0.042770804,0.070644391,2349
2/28/19,37398,TN,Tullahoma-Manchester,Franklin County,Winchester,6711,1198,-0.000834028,0.005877414,0.031869078,6447
2/28/19,2459,MA,Boston-Cambridge-Newton,Middlesex County,Newton,6712,3649,-0.004365621,0.020984891,-0.017765814,6569
2/28/19,70546,LA,Jennings,Jefferson Davis Parish,Jennings,6713,1098,-0.004533092,-0.000909918,-0.018766756,3935
2/28/19,95215,CA,Stockton-Lodi,San Joaquin County,Garden Acres,6714,1376,0.008058608,0.049580473,0.116883117,3886
2/28/19,94041,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,Mountain View,6715,4094,0.003185494,0.00540275,0.003185494,3133
2/28/19,18337,PA,New York-Newark-Jersey City,Pike County,Dingman,6716,1358,0.00443787,0.018754689,0.051897754,6219
2/28/19,30635,GA,,Elbert County,Elberton,6717,1053,0.006692161,0.046719682,0.065789474,4212
2/28/19,83442,ID,Idaho Falls,Jefferson County,Rigby,6718,1204,0.000831255,0.016891892,0.053368329,7096
2/28/19,45377,OH,Dayton,Montgomery County,Vandalia,6719,1166,0.00952381,0.04950495,0.028218695,5289
2/28/19,22046,VA,Washington-Arlington-Alexandria,Fairfax County,Falls Church,6720,2846,-0.003501401,-0.035907859,-0.013176144,6003
2/28/19,45344,OH,Springfield,Clark County,New Carlisle,6721,849,0.007117438,0.044280443,0.045566502,5955
2/28/19,85310,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,Phoenix,6722,1657,0.004242424,0.030472637,0.047408344,7240
2/28/19,19809,DE,Philadelphia-Camden-Wilmington,New Castle County,Wilmington,6723,1442,-0.000693001,-0.004143646,0.000693963,5420
2/28/19,94519,CA,San Francisco-Oakland-Hayward,Contra Costa County,Concord,6724,2678,0.005255255,0.024875622,0.053086905,6216
2/28/19,16502,PA,Erie,Erie County,Erie,6725,813,0.002466091,0.013715711,0.021356784,4375
2/28/19,19610,PA,Reading,Berks County,Wyomissing,6726,1680,0.005385996,0.033846154,0.041537508,5015
2/28/19,21085,MD,Baltimore-Columbia-Towson,Harford County,Joppa,6727,1575,0.000635324,-0.001901141,-0.008810573,7642
2/28/19,92251,CA,El Centro,Imperial County,Imperial,6728,1352,0.002967359,-0.000739098,0.013493253,5457
2/28/19,77437,TX,El Campo,Wharton County,El Campo,6729,1305,0.002304147,0.012412723,0.01006192,5447
2/28/19,30642,GA,,Greene County,Greensboro,6730,1663,-0.00239952,0.015882712,-0.014810427,4882
2/28/19,39426,MS,Picayune,Pearl River County,Carriere,6731,1197,-0.001668057,-0.003330558,-0.011560694,3108
2/28/19,46774,IN,Fort Wayne,Allen County,New Haven,6732,1081,0.008395522,0.02464455,0.019811321,5612
2/28/19,99037,WA,Spokane-Spokane Valley,Spokane County,Spokane Valley,6733,1544,0.009150327,0.062629043,0.046779661,4378
2/28/19,33034,FL,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,Florida City,6734,1517,0.00397088,0.005301524,0.026387009,4334
2/28/19,73118,OK,Oklahoma City,Oklahoma County,Oklahoma City,6735,1000,0.006036217,0.022494888,0.008064516,6173
2/28/19,85139,AZ,Phoenix-Mesa-Scottsdale,Pinal County,Maricopa,6736,1216,0.00330033,0.032258065,0.066666667,4776
2/28/19,19015,PA,Philadelphia-Camden-Wilmington,Delaware County,Brookhaven,6737,1355,-0.000737463,0.004447739,0.028072838,6346
2/28/19,63049,MO,St. Louis,Jefferson County,High Ridge,6738,1191,0.000840336,0.011894647,0.041994751,6135
2/28/19,7650,NJ,New York-Newark-Jersey City,Bergen County,Palisades Park,6739,2485,-0.003208985,-0.02049665,-0.027777778,4129
2/28/19,35080,AL,Birmingham-Hoover,Shelby County,Helena,6740,1337,0.00300075,0.019832189,0.029253272,6317
2/28/19,92625,CA,Los Angeles-Long Beach-Anaheim,Orange County,Newport Beach,6741,6168,0.001623904,-0.004519045,-0.000486145,6071
2/28/19,19044,PA,Philadelphia-Camden-Wilmington,Montgomery County,Horsham,6742,1804,0.002222222,0.023255814,0.026166098,4969
2/28/19,96161,CA,Truckee-Grass Valley,Nevada County,Truckee,6743,2542,0.003553099,0.01598721,0.004346108,16273
2/28/19,70062,LA,New Orleans-Metairie,Jefferson Parish,Kenner,6744,1309,-0.000763359,0.006923077,0.00925212,4031
2/28/19,62966,IL,Carbondale-Marion,Jackson County,Murphysboro,6745,914,-0.010822511,-0.04989605,0.115995116,5133
2/28/19,6029,CT,Hartford-West Hartford-East Hartford,Tolland County,Ellington,6746,1796,-0.003882418,0.014116318,0.016987542,5015
2/28/19,56304,MN,St. Cloud,Stearns County,Saint Cloud,6747,1301,-0.000768049,0.003858025,0.043303929,4127
2/28/19,71602,AR,Pine Bluff,Jefferson County,White Hall,6748,862,0.004662005,0.01891253,0.0775,4609
2/28/19,23605,VA,Virginia Beach-Norfolk-Newport News,Newport News City,Newport News,6749,1011,0,0.018126888,0.015060241,3563
2/28/19,18428,PA,New York-Newark-Jersey City,Pike County,Blooming Grove,6750,1280,-0.00078064,-0.006982157,0.019920319,5731
2/28/19,88061,NM,Silver City,Grant County,Silver City,6751,997,0.018386108,0.127828054,0.175707547,5865
2/28/19,8361,NJ,Vineland-Bridgeton,Cumberland County,Vineland,6752,1454,0.000688231,0.013240418,-0.02153432,5936
2/28/19,8840,NJ,New York-Newark-Jersey City,Middlesex County,Metuchen,6753,2388,0.002098196,0.0144435,0.038712484,5758
2/28/19,84111,UT,Salt Lake City,Salt Lake County,Salt Lake City,6754,1389,0.004338395,0.033482143,0.053869499,3178
2/28/19,45502,OH,Springfield,Clark County,Springfield,6755,1038,0.011695906,0.060265577,0.10543131,5617
2/28/19,32903,FL,Palm Bay-Melbourne-Titusville,Brevard County,Melbourne,6756,2015,0.003486056,0.008004002,0.02284264,7548
2/28/19,7751,NJ,New York-Newark-Jersey City,Monmouth County,Marlboro,6757,2907,0.008324662,0.034519573,0.027934936,6665
2/28/19,53566,WI,Madison,Green County,Monroe,6758,1144,0.004389816,0.04284412,0.02785265,5216
2/28/19,91381,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Santa Clarita,6759,3463,0.003768116,0.019128899,0.016436748,5694
2/28/19,48193,MI,Detroit-Warren-Dearborn,Wayne County,Riverview,6760,1168,-0.006802721,0.008635579,0.008635579,5028
2/28/19,1501,MA,Worcester,Worcester County,Auburn,6761,1755,0.002857143,0.026315789,0.062348668,5903
2/28/19,96768,HI,Kahului-Wailuku-Lahaina,Maui County,Makawao,6762,2794,-0.009922041,-0.044786325,-0.020336606,4591
2/28/19,87122,NM,Albuquerque,Bernalillo County,Albuquerque,6763,2320,0.003026373,0.007819288,-0.020683833,6760
2/28/19,38343,TN,,Gibson County,Humboldt,6764,856,0.001169591,0.023923445,0.016627078,7819
2/28/19,33815,FL,Lakeland-Winter Haven,Polk County,Lakeland,6765,949,0.001054852,0.034896401,0.071106095,2725
2/28/19,49004,MI,Kalamazoo-Portage,Kalamazoo County,Kalamazoo,6766,1035,0.005830904,0.046511628,0.041247485,7304
2/28/19,33149,FL,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,Key Biscayne,6767,3407,0.009780676,0.023123123,-0.029897494,10641
2/28/19,76104,TX,Dallas-Fort Worth-Arlington,Tarrant County,Fort Worth,6768,1165,0.002581756,0.053345389,0.091846298,5189
2/28/19,7405,NJ,New York-Newark-Jersey City,Morris County,Kinnelon,6769,2297,-0.012892136,-0.04649232,-0.052783505,6054
2/28/19,83617,ID,Boise City,Gem County,Emmett,6770,1181,0.002546689,0.018103448,0.027850305,4648
2/28/19,44485,OH,Youngstown-Warren-Boardman,Trumbull County,Warren,6771,650,0.00619195,0.033386328,0.033386328,6019
2/28/19,75707,TX,Tyler,Smith County,Tyler,6772,1431,0,0.019957234,0.049889949,4308
2/28/19,6119,CT,Hartford-West Hartford-East Hartford,Hartford County,West Hartford,6773,1712,-0.001749271,0.003516999,0,5119
2/28/19,94945,CA,San Francisco-Oakland-Hayward,Marin County,Novato,6774,3846,-0.001038961,0.005753138,0.032760473,5919
2/28/19,40212,KY,Louisville/Jefferson County,Jefferson County,Louisville,6775,802,-0.012315271,-0.042959427,-0.026699029,7241
2/28/19,8033,NJ,Philadelphia-Camden-Wilmington,Camden County,Haddonfield,6776,2789,-0.003928571,0.011606819,-0.011693834,5694
2/28/19,48323,MI,Detroit-Warren-Dearborn,Oakland County,West Bloomfield,6777,2352,0.002985075,0.01862278,-0.007176024,7456
2/28/19,6415,CT,Norwich-New London,New London County,Colchester,6778,1604,0.0025,0.028864657,0.006273526,5395
2/28/19,38237,TN,Martin,Weakley County,Martin,6779,947,0.006376196,0.037239869,0.038377193,5121
2/28/19,30273,GA,Atlanta-Sandy Springs-Roswell,Clayton County,Rex,6780,1042,0.006763285,0.044088176,0.058943089,6737
2/28/19,81147,CO,,Archuleta County,Pagosa Springs,6781,1635,0.001838235,0.029596977,0.034810127,3545
2/28/19,15009,PA,Pittsburgh,Beaver County,Brighton,6782,1249,0.000801282,-0.019623234,0.026294166,5226
2/28/19,37090,TN,Nashville-Davidson--Murfreesboro--Franklin,Wilson County,Lebanon,6783,1550,-0.00128866,0.005188067,0.015062213,4721
2/28/19,72364,AR,Memphis,Crittenden County,Marion,6784,1104,0.005464481,0.001814882,0.004549591,4769
2/28/19,12561,NY,Kingston,Ulster County,New Paltz,6785,1900,0.004759387,0.037684326,0.037117904,4369
2/28/19,34690,FL,Tampa-St. Petersburg-Clearwater,Pasco County,Holiday,6786,1037,0.009737098,0.054933876,0.085863874,5969
2/28/19,77541,TX,Houston-The Woodlands-Sugar Land,Brazoria County,Freeport,6787,1434,0.001396648,0.019189765,0.007730148,6548
2/28/19,30179,GA,Atlanta-Sandy Springs-Roswell,Carroll County,Temple,6788,1110,0.000901713,0.028730306,0.049149338,6251
2/28/19,76501,TX,Killeen-Temple,Bell County,Temple,6789,920,0.002178649,0.004366812,0.010989011,5758
2/28/19,75474,TX,Dallas-Fort Worth-Arlington,Hunt County,West Tawakoni,6790,1116,0.00450045,0.023853211,0.068965517,3720
2/28/19,92014,CA,San Diego-Carlsbad,San Diego County,Del Mar,6791,6006,0.006198693,-0.006615944,0.021602313,6199
2/28/19,22124,VA,Washington-Arlington-Alexandria,Fairfax County,Oakton,6792,3038,0.001978892,0.005960265,0.009637753,6798
2/28/19,96022,CA,Red Bluff,Tehama County,Cottonwood,6793,1322,0.006854532,0.021638331,0.045059289,3289
2/28/19,14611,NY,Rochester,Monroe County,Rochester,6794,982,-0.00203252,0.001019368,0.038054968,5065
2/28/19,37416,TN,Chattanooga,Hamilton County,Chattanooga,6795,1205,0,-0.014717907,-0.016326531,5158
2/28/19,90293,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,6796,3281,0.004900459,0.034363178,0.04992,4505
2/28/19,35957,AL,Albertville,Marshall County,Boaz,6797,877,0.002285714,0.019767442,0.044047619,4827
2/28/19,39562,MS,Gulfport-Biloxi-Pascagoula,Jackson County,Moss Point,6798,1124,0.008071749,0.073543457,0.129648241,4759
2/28/19,55306,MN,Minneapolis-St. Paul-Bloomington,Dakota County,Burnsville,6799,1947,0.003608247,0.030704076,0.065681445,3928
2/28/19,52002,IA,Dubuque,Dubuque County,Dubuque,6800,1341,0.006756757,0.0060015,0.057570978,5676
2/28/19,48051,MI,Detroit-Warren-Dearborn,Macomb County,Chesterfield,6801,1316,-0.003785011,0,-0.013493253,6617
2/28/19,67042,KS,Wichita,Butler County,El Dorado,6802,697,-0.004285714,-0.03862069,-0.014144272,5290
2/28/19,8852,NJ,New York-Newark-Jersey City,Middlesex County,South Brunswick,6803,2327,0,-0.00598035,-0.011049724,4641
2/28/19,33565,FL,Tampa-St. Petersburg-Clearwater,Hillsborough County,Plant City,6804,1536,0.007213115,0.039945836,0.062240664,3349
2/28/19,54241,WI,Manitowoc,Manitowoc County,Two Rivers,6805,834,0.004819277,0.037313433,-0.011848341,6150
2/28/19,48302,MI,Detroit-Warren-Dearborn,Oakland County,Bloomfield Hills,6806,3018,-0.000331236,-0.000662252,0.007343124,7023
2/28/19,78737,TX,Austin-Round Rock,Travis County,Austin,6807,2473,-0.003224506,-0.013955343,0.012694513,5798
2/28/19,95110,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,San Jose,6808,3058,-0.003259452,0.006252057,0.022400535,4567
2/28/19,29078,SC,Columbia,Kershaw County,Lugoff,6809,1093,0.003673095,0.035037879,0.033081285,8776
2/28/19,19947,DE,Salisbury,Sussex County,Georgetown,6810,1360,0.004431315,0.013412817,0.024868124,4678
2/28/19,77302,TX,Houston-The Woodlands-Sugar Land,Montgomery County,Conroe,6811,1624,0.001850709,0.009950249,0.020100503,4552
2/28/19,15234,PA,Pittsburgh,Allegheny County,Castle Shannon,6812,1132,0.005328597,0.020739405,0.041398344,5511
2/28/19,63126,MO,St. Louis,Saint Louis County,Crestwood,6813,1418,0,0.005673759,0.034281546,6271
2/28/19,80903,CO,Colorado Springs,El Paso County,Colorado Springs,6814,1397,0.000716332,0.013788099,0.031757755,4871
2/28/19,70518,LA,Lafayette,Lafayette Parish,Broussard,6815,1324,-0.003012048,-0.025036819,-0.032870709,4654
2/28/19,50313,IA,Des Moines-West Des Moines,Polk County,Des Moines,6816,1062,0,0.004730369,0.015296367,6355
2/28/19,2723,MA,Providence-Warwick,Bristol County,Fall River,6817,1319,0.006102212,0.113080169,0.127350427,2658
2/28/19,33545,FL,Tampa-St. Petersburg-Clearwater,Pasco County,Wesley Chapel,6818,1532,0.001962067,0.01658925,0.052920962,6788
2/28/19,79935,TX,El Paso,El Paso County,El Paso,6819,1064,0.002827521,0.015267176,0.015267176,4599
2/28/19,13669,NY,Ogdensburg-Massena,Saint Lawrence County,Ogdensburg,6820,1149,0.00087108,-0.040100251,0.03420342,4578
2/28/19,35206,AL,Birmingham-Hoover,Jefferson County,Birmingham,6821,748,0.002680965,0.010810811,0.01217862,8139
2/28/19,28711,NC,Asheville,Buncombe County,Black Mountain,6822,1469,0.003415301,0.019430951,0.062952243,5566
2/28/19,96821,HI,Urban Honolulu,Honolulu County,Honolulu,6823,3108,-0.003207184,-0.012392755,-0.046625767,6683
2/28/19,44420,OH,Youngstown-Warren-Boardman,Trumbull County,Girard,6824,855,0.005882353,0.046511628,0.07008761,5893
2/28/19,29572,SC,Myrtle Beach-Conway-North Myrtle Beach,Horry County,Myrtle Beach,6825,1187,-0.008354219,-0.00918197,0.012798635,12393
2/28/19,29662,SC,Greenville-Anderson-Mauldin,Greenville County,Mauldin,6826,1345,0.000744048,0.002982849,0.001489203,4922
2/28/19,32922,FL,Palm Bay-Melbourne-Titusville,Brevard County,Cocoa,6827,1151,0.003487358,0.030438675,0.04446461,5099
2/28/19,89433,NV,Reno,Washoe County,Sun Valley,6828,1577,0.009603073,0.042300066,0.058389262,2176
2/28/19,10538,NY,New York-Newark-Jersey City,Westchester County,Larchmont,6829,6179,-0.002421698,-0.003869096,0.014447546,5162
2/28/19,75116,TX,Dallas-Fort Worth-Arlington,Dallas County,Duncanville,6830,1446,0.002079002,0.008368201,0.018309859,5321
2/28/19,67460,KS,McPherson,McPherson County,McPherson,6831,1033,-0.003857281,-0.004816956,-0.008637236,5119
2/28/19,29693,SC,Seneca,Oconee County,Westminster,6832,1047,0.000956023,0.070552147,0.172452408,5525
2/28/19,15232,PA,Pittsburgh,Allegheny County,Pittsburgh,6833,1604,0.004383219,-0.012923077,0.010075567,3135
2/28/19,32310,FL,Tallahassee,Leon County,Tallahassee,6834,941,0,0.025054466,0.051396648,3548
2/28/19,43506,OH,,Williams County,Bryan,6835,1000,0.005025126,0.03626943,0.017293998,4345
2/28/19,22205,VA,Washington-Arlington-Alexandria,Arlington County,Arlington,6836,3331,0.006648534,0.063198213,0.050126103,5823
2/28/19,33549,FL,Tampa-St. Petersburg-Clearwater,Hillsborough County,Lutz,6837,1598,0.00250941,0.017186505,0.047868852,5949
2/28/19,27948,NC,Kill Devil Hills,Dare County,Kill Devil Hills,6838,1395,0.002155172,0.022727273,0.034099333,4556
2/28/19,2777,MA,Providence-Warwick,Bristol County,Swansea,6839,1786,-0.003904071,-0.001118568,0.021154946,6103
2/28/19,30474,GA,Vidalia,Toombs County,Vidalia,6840,1064,0.002827521,0.012369172,0.019157088,3817
